City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,talnakh,69.4865,88.3972,8.01,71,58,1.53,RU,1725243730
278,taroa,8.7058,171.2275,28.94,71,14,4.48,MH,1725243730
279,satara,17.6833,73.9833,20.6,96,100,0.9,IN,1725243730
280,beau vallon,-20.4189,57.6953,21.13,73,40,4.63,MU,1725243730
281,berezovyy,51.6667,135.7,18.55,34,4,5.8,RU,1725243730
282,richards bay,-28.783,32.0377,19.41,83,66,5.94,ZA,1725243730
283,goulburn,-34.75,149.7167,11.55,42,53,4.02,AU,1725243730
284,broome,42.2506,-75.833,19.2,86,100,3.6,US,1725243730
285,imzouren,35.1463,-3.8497,24.6,20,20,0.0,MA,1725243730
286,spitak,40.8322,44.2673,10.53,70,0,1.74,AM,1725243730
287,new amsterdam,6.25,-57.5167,24.5,95,100,1.77,GY,1725243730
288,ivdel',60.6911,60.4206,15.37,78,89,4.41,RU,1725243674
289,wilmington island,32.0036,-80.9737,27.21,85,0,2.06,US,1725243731
290,fort st. john,56.2499,-120.8529,23.94,35,40,4.63,CA,1725243672
291,thai binh,20.45,106.3333,30.46,72,80,2.07,VN,1725243495
292,argo,37.6333,22.7333,23.2,61,12,1.78,GR,1725243731
293,moussoro,13.6408,16.4901,24.12,91,100,4.34,TD,1725243731
294,port alfred,-33.5906,26.891,15.97,73,90,1.01,ZA,1725243731
295,correntina,-13.3433,-44.6367,20.76,34,0,1.73,BR,1725243731
296,tual,-5.6667,132.75,26.26,82,90,8.98,ID,1725243731
297,cabo san lucas,22.8909,-109.9124,31.17,58,20,2.57,MX,1725243544
298,naryn,41.4287,75.9911,11.72,31,1,0.59,KG,1725243731
299,mount pearl,47.5166,-52.7813,17.96,93,75,7.2,CA,1725243731
300,sao gabriel da cachoeira,-0.1303,-67.0892,22.76,91,71,0.62,BR,1725243732
301,bandon,51.7469,-8.7425,14.77,97,100,2.35,IE,1725243732
302,bardai,11.65,7.2333,19.87,94,46,3.18,NG,1725243732
303,polyarnyy,69.1989,33.4478,12.03,87,100,2.35,RU,1725243732
304,tomatlan,19.9333,-105.25,25.82,91,95,0.12,MX,1725243732
305,akjoujt,19.6969,-14.4164,34.03,19,99,5.95,MR,1725243732
306,saint-flour,45.0833,3.0,11.06,95,2,0.59,FR,1725243732
307,kudahuvadhoo,2.6708,72.8944,28.52,74,92,3.33,MV,1725243732
308,dolores,-36.3132,-57.6792,8.23,91,21,2.22,AR,1725243512
309,apatity,67.5641,33.4031,9.44,93,93,1.35,RU,1725243732
310,port lincoln,-34.7333,135.8667,13.92,49,6,7.97,AU,1725243732
311,mount isa,-20.7333,139.5,36.87,13,0,3.6,AU,1725243732
312,souillac,-20.5167,57.5167,21.21,73,40,4.63,MU,1725243733
313,curup,-3.4667,102.5333,28.68,76,94,0.48,ID,1725243733
314,la ronge,55.1001,-105.2842,25.12,41,40,3.09,CA,1725243733
315,kodiak,57.79,-152.4072,13.73,77,100,4.12,US,1725243612
316,san antonio de pale,-1.4014,5.6325,23.74,88,100,6.0,GQ,1725243733
317,inarajan village,13.2736,144.7484,31.89,83,100,2.45,GU,1725243733
318,sangod,24.9167,76.2833,27.24,83,100,1.44,IN,1725243733
319,kizhinga,51.8462,109.9097,21.56,38,56,1.32,RU,1725243733
320,canutama,-6.5339,-64.3831,27.04,32,3,1.4,BR,1725243733
321,mogocha,53.7333,119.7667,19.93,38,8,3.21,RU,1725243733
322,bom jesus,-9.0744,-44.3586,20.78,46,5,0.98,BR,1725243733
323,san pedro,14.35,121.0167,23.57,97,100,7.72,PH,1725243733
324,cartagena del chaira,1.3349,-74.8429,23.26,82,100,0.92,CO,1725243733
325,teshi old town,5.5836,-0.1072,23.2,89,8,3.89,GH,1725243733
326,nguigmi,14.2495,13.1092,29.22,60,100,5.86,NE,1725243734
327,veinticinco de mayo,-35.4323,-60.1727,7.77,96,10,1.79,AR,1725243734
328,antsohihy,-14.8796,47.9875,17.8,71,1,2.31,MG,1725243734
329,at taj,24.2049,23.2857,31.84,32,100,5.02,LY,1725243734
330,zykovo,55.9519,93.1461,10.88,88,100,0.92,RU,1725243734
331,newman,37.3138,-121.0208,28.91,41,4,3.13,US,1725243734
332,grand falls-windsor,48.9332,-55.6649,15.73,91,100,4.5,CA,1725243734
333,kayangel,8.0823,134.7173,26.68,85,100,4.92,PW,1725243734
334,fasa,28.9383,53.6482,19.58,22,0,3.09,IR,1725243734
335,letterkenny,54.95,-7.7333,14.05,99,100,0.34,IE,1725243734
336,ust'-kut,56.7938,105.7672,14.84,85,97,1.56,RU,1725243734
337,kone,-21.0595,164.8658,30.86,34,2,2.82,NC,1725243734
338,kampong speu,11.5,104.3333,27.37,79,100,0.76,KH,1725243735
339,tatishchevo,51.6703,45.5953,12.65,56,11,3.87,RU,1725243735
340,kapuskasing,49.4169,-82.4331,8.05,87,100,2.57,CA,1725243541
341,cartagena,10.3997,-75.5144,28.79,74,40,1.54,CO,1725243688
342,tbilisskaya,45.3633,40.19,21.17,57,100,4.78,RU,1725243708
343,okhotsk,59.3833,143.3,12.67,91,100,2.57,RU,1725243735
344,mirny,62.5353,113.9611,13.77,82,94,0.49,RU,1725243735
345,puerto maldonado,-12.6,-69.1833,24.08,50,4,1.47,PE,1725243735
346,ta`u,-14.2336,-169.5144,26.11,77,13,2.81,AS,1725243736
347,betioky,-23.7167,44.3833,16.35,81,0,4.65,MG,1725243736
348,san pedro pochutla,15.7333,-96.4667,27.62,86,100,1.4,MX,1725243736
349,champasak,14.75,106.0,25.93,88,98,1.18,LA,1725243736
350,howrah,22.5892,88.3103,30.0,84,40,2.57,IN,1725243736
351,al bardiyah,31.7561,25.0865,25.16,75,0,2.61,LY,1725243736
352,mar del plata,-38.0023,-57.5575,10.07,94,91,4.92,AR,1725243057
353,glace bay,46.1969,-59.957,19.53,95,100,5.14,CA,1725243736
354,sadjoavato,-12.6334,49.349,17.99,76,67,1.28,MG,1725243736
355,kyshtovka,56.555,76.6271,7.39,79,100,4.16,RU,1725243736
356,rongelap,11.1635,166.8941,28.66,69,7,4.11,MH,1725243736
357,machali,-34.1833,-70.6667,15.36,68,100,0.54,CL,1725243736
358,hamilton,39.1834,-84.5333,24.87,70,0,6.69,US,1725243532
359,axim,4.8699,-2.2405,22.86,93,74,2.85,GH,1725243736
360,berezovo,63.9381,65.0419,9.69,81,100,4.43,RU,1725243737
361,camapua,-19.5314,-54.0439,24.96,31,99,3.36,BR,1725243737
362,chui,-33.6971,-53.4616,12.98,91,100,4.07,UY,1725243697
363,paita,-5.0892,-81.1144,17.15,84,3,6.37,PE,1725243737
364,yandev,7.3667,9.05,23.38,88,100,2.93,NG,1725243737
365,selfoss,63.9331,-20.9971,10.02,91,15,8.06,IS,1725243737
366,sirte,31.2089,16.5887,25.43,68,0,3.12,LY,1725243737
367,saint-philippe,-21.3585,55.7679,20.28,81,43,5.39,RE,1725243737
368,opuwo,-18.0607,13.84,17.42,21,11,3.23,NA,1725243605
369,alofi,-19.0595,-169.9187,25.94,73,75,6.17,NU,1725243737
370,buka,40.8108,69.1986,14.81,37,4,4.12,UZ,1725243737
371,kingston,17.997,-76.7936,28.53,84,20,4.63,JM,1725243693
372,matthew town,20.95,-73.6667,28.75,77,12,7.24,BS,1725243737
373,takaungu,-3.6837,39.8566,23.35,86,38,5.09,KE,1725243738
374,vernon,50.2581,-119.2691,29.86,42,14,0.51,CA,1725243738
375,crane,31.3974,-102.3501,26.53,54,100,8.3,US,1725243738
376,port isabel,26.0734,-97.2086,29.45,83,20,2.57,US,1725243739
377,sao vicente,-23.9631,-46.3919,25.55,33,56,3.38,BR,1725243739
378,baardheere,2.3446,42.2764,23.53,78,33,6.22,SO,1725243739
379,urgup,38.6304,34.9116,17.84,76,1,1.74,TR,1725243739
380,birao,10.2849,22.7882,19.11,94,94,0.72,CF,1725243739
381,inhambane,-23.865,35.3833,18.69,73,47,3.2,MZ,1725243739
382,timmins,48.4669,-81.3331,7.9,81,40,3.6,CA,1725243739
383,melo,-32.3667,-54.1833,11.66,90,100,5.11,UY,1725243740
384,kerikeri,-35.2268,173.9474,19.95,87,64,0.89,NZ,1725243740
385,thinadhoo,0.5333,72.9333,28.39,73,99,3.45,MV,1725243740
386,taroudant,30.4703,-8.877,21.7,68,0,2.14,MA,1725243740
387,valparaiso,-33.0393,-71.6273,10.8,100,100,1.54,CL,1725243610
388,port-vila,-17.7338,168.3219,26.78,65,75,7.72,VU,1725243740
389,yur'yevets,57.3201,43.1041,15.05,80,3,2.57,RU,1725243740
390,mizdah,31.4451,12.9801,23.0,73,0,2.46,LY,1725243740
391,becancour,46.3334,-72.4324,16.0,85,0,2.57,CA,1725243740
392,naracoorte,-36.9579,140.7383,12.02,51,11,11.24,AU,1725243740
393,papao,-17.75,-149.55,25.37,76,66,13.09,PF,1725243740
394,tsiombe,-25.3,45.4833,18.34,78,72,6.07,MG,1725243740
395,strathalbyn,-35.2667,138.9,13.81,75,18,8.52,AU,1725243740
396,quellon,-43.1167,-73.6167,8.28,93,99,2.39,CL,1725243741
397,gargzdai,55.7128,21.4033,11.67,80,100,1.58,LT,1725243741
398,cabra,37.4725,-4.4421,23.96,54,99,0.48,ES,1725243741
399,angaur state,6.906,134.13,26.26,82,100,4.55,PW,1725243741
400,inirida,3.8653,-67.9239,23.49,90,67,0.48,CO,1725243741
401,motueka,-41.1333,173.0167,17.83,64,0,2.58,NZ,1725243741
402,agat village,13.3886,144.6585,31.87,82,20,4.63,GU,1725243741
403,el charco,2.4769,-78.1105,24.54,89,100,1.72,CO,1725243741
404,estella-lizarra,42.6718,-2.0323,17.28,87,43,1.92,ES,1725243741
405,kyren,51.6828,102.1408,17.56,62,9,1.11,RU,1725243741
406,novodvinsk,64.4165,40.8122,13.86,95,63,2.36,RU,1725243741
407,chibougamau,49.9168,-74.3659,7.79,87,100,1.03,CA,1725243741
408,cruz alta,-28.6386,-53.6064,7.02,94,0,2.3,BR,1725243741
409,jose pedro varela,-33.45,-54.5333,11.41,89,93,5.19,UY,1725243741
410,viqueque,-8.8673,126.3658,29.45,48,26,4.12,TL,1725243742
411,northam,51.0333,-4.2167,17.56,95,100,1.58,GB,1725243742
412,faya-largeau,17.9257,19.1043,25.25,84,99,3.93,TD,1725243742
413,kittila,67.6647,24.8936,9.23,93,0,0.51,FI,1725243742
414,errachidia,31.9275,-4.4285,27.03,32,0,2.06,MA,1725243742
415,lubuklinggau,-3.3,102.8667,30.09,57,91,0.96,ID,1725243742
416,alexandria,31.2156,29.9553,26.53,70,0,0.15,EG,1725243579
417,arraial do cabo,-22.9661,-42.0278,21.63,84,8,11.96,BR,1725243742
418,carballo,43.213,-8.691,17.65,96,100,2.93,ES,1725243742
419,turpan,42.9333,89.1667,31.89,19,31,0.55,CN,1725243742
420,weno,7.4515,151.8468,29.97,74,100,3.6,FM,1725243742
421,hadibu,12.65,54.0333,25.04,83,69,8.82,YE,1725243742
422,tchintabaraden,15.8969,5.7985,27.35,66,100,4.91,NE,1725243743
423,salinas,36.6777,-121.6555,20.03,73,0,4.63,US,1725243743
424,arno,60.1167,18.6333,12.14,95,100,3.83,SE,1725243743
425,norcasia,5.5778,-74.8852,21.36,90,100,1.86,CO,1725243743
426,sragen,-7.4264,111.0222,29.67,55,5,0.97,ID,1725243521
427,kolonia town,6.964,158.206,27.06,100,100,0.0,FM,1725243743
428,khovd,48.0056,91.6419,17.77,35,0,3.08,MN,1725243622
429,abbadia san salvatore,42.8821,11.6695,21.29,53,93,0.49,IT,1725243743
430,sitka,57.0531,-135.33,13.94,82,75,1.54,US,1725243743
431,berdigestyakh,62.0989,126.6992,11.4,54,100,5.21,RU,1725243743
432,sandnessjoen,66.0217,12.6316,13.96,74,10,3.82,NO,1725243664
433,belyy yar,53.6039,91.3903,12.94,94,40,2.0,RU,1725243743
434,ryotsu-minato,38.0833,138.4333,23.77,93,100,1.29,JP,1725243743
435,vadso,70.0744,29.7487,13.09,82,100,4.12,NO,1725243743
436,kerouane,9.2667,-9.0167,21.36,96,100,2.86,GN,1725243744
437,bosaso,11.2842,49.1816,29.74,68,4,2.07,SO,1725243744
438,ursulo galvan,22.7333,-98.3,29.0,83,99,3.09,MX,1725243744
439,rubiataba,-15.1644,-49.8033,24.48,21,48,1.98,BR,1725243744
440,prachuap khiri khan,12.2167,99.75,25.7,82,100,0.1,TH,1725243744
441,malmesbury,-33.4608,18.7271,11.38,66,91,2.41,ZA,1725243744
442,al hoceima,35.2433,-3.9309,24.57,20,20,0.0,MA,1725243744
443,mili,6.0815,171.735,29.37,73,36,5.62,MH,1725243744
444,kapchorwa,1.3965,34.4509,14.01,96,100,1.1,UG,1725243744
445,tolanaro,-25.0319,46.9987,18.75,87,100,5.37,MG,1725243744
446,ancud,-41.8697,-73.8203,9.48,85,100,7.28,CL,1725243744
447,iskateley,67.6803,53.1512,8.52,87,100,5.21,RU,1725243744
448,carapegua,-25.8,-57.2333,12.2,70,33,1.81,PY,1725243745
449,okha,53.5739,142.9478,14.71,61,76,6.16,RU,1725243577
450,amahai,-3.3333,128.9167,26.3,81,82,1.89,ID,1725243745
451,enewetak,11.3474,162.3373,28.88,73,45,6.01,MH,1725243745
452,changleng,28.7,115.8167,35.77,52,8,1.26,CN,1725243745
453,'ayn al 'arab,36.8932,38.3651,20.46,85,0,3.14,SY,1725243745
454,kati,12.7441,-8.0726,24.67,96,99,1.76,ML,1725243745
455,codajas,-3.8367,-62.0569,27.27,35,11,1.25,BR,1725243745
456,calceta,-0.85,-80.1667,21.96,83,83,3.24,EC,1725243577
457,loralai,30.3705,68.598,23.21,73,42,0.96,PK,1725243745
458,sao francisco do sul,-26.2433,-48.6381,18.87,94,75,1.54,BR,1725243554
459,celestun,20.8667,-90.4,28.17,82,98,4.55,MX,1725243746
460,jinchang,38.4953,102.1739,19.96,56,63,1.74,CN,1725243746
461,toamasina,-18.1667,49.3833,19.13,89,16,3.75,MG,1725243746
462,naze,28.3667,129.4833,29.51,57,18,0.47,JP,1725243746
463,griesheim,49.8628,8.5753,22.99,74,0,4.12,DE,1725243645
464,shilovo,54.3204,40.874,13.9,54,0,3.21,RU,1725243746
465,hegang,47.4,130.3667,21.91,41,1,4.81,CN,1725243746
466,al kharijah,25.4514,30.5464,30.97,31,0,3.56,EG,1725243746
467,west bay,19.3667,-81.4167,29.04,79,75,2.06,KY,1725243746
468,bandar lampung,-5.4254,105.258,30.26,57,11,1.76,ID,1725243746
469,santa cruz,-17.8,-63.1667,20.7,43,3,3.6,BO,1725243520
470,margate,51.3813,1.3862,19.27,89,22,4.3,GB,1725243746
471,kurumkan,54.3,110.3,17.8,53,85,1.44,RU,1725243746
472,zyryanovsk,49.7386,84.2719,10.5,79,94,0.16,KZ,1725243747
473,guaimaro,21.05,-77.35,25.34,87,69,3.79,CU,1725243747
474,koraput,18.8167,82.7167,22.33,86,79,3.25,IN,1725243747
475,darwin,-12.4611,130.8418,31.99,45,20,2.06,AU,1725243747
476,bage,-31.3314,-54.1069,11.88,100,100,3.6,BR,1725243748
477,rockland,41.1668,-74.0496,22.76,91,2,1.4,US,1725243748
478,kimbe,-5.5502,150.1429,31.1,69,47,1.07,PG,1725243748
479,cole harbour,44.6724,-63.4751,19.66,95,95,1.34,CA,1725243748
480,yerofey pavlovich,53.9667,121.9667,18.69,45,9,3.54,RU,1725243748
481,tari,-11.1105,14.3559,16.58,90,53,0.27,AO,1725243748
482,nuuk,64.1835,-51.7216,3.34,81,0,3.6,GL,1725243749
483,smara,26.7384,-11.6719,20.41,79,0,5.44,EH,1725243749
484,igrim,63.1906,64.4162,10.47,85,92,2.44,RU,1725243749
485,archangelos,36.2149,28.1149,23.5,80,3,2.38,GR,1725243749
486,pirallahi,40.4723,50.333,18.08,68,0,5.5,AZ,1725243749
487,buala,-8.145,159.5921,28.84,74,89,4.63,SB,1725243749
488,tidjikja,18.5564,-11.4271,32.47,29,87,6.75,MR,1725243749
489,tarawa,1.419,172.984,31.05,79,40,4.63,KI,1725243749
490,niemodlin,50.642,17.6193,17.36,93,74,1.08,PL,1725243749
491,yaren,-0.5472,166.916,28.32,78,100,7.64,NR,1725243749
492,banamba,13.55,-7.45,23.02,97,100,2.1,ML,1725243749
493,cannonvale,-20.2833,148.7,23.66,66,0,3.86,AU,1725243749
494,ilhabela,-23.7781,-45.3581,23.37,45,68,1.66,BR,1725243750
495,rio grande,-32.035,-52.0986,13.24,90,100,7.64,BR,1725243463
496,chadron,42.8294,-102.9999,27.2,41,0,6.17,US,1725243750
497,sept-iles,50.2001,-66.3821,15.29,96,100,2.24,CA,1725243709
498,illapel,-31.6308,-71.1653,13.13,63,8,0.78,CL,1725243371
499,hacienda huancane,-15.8222,-70.8856,2.45,55,50,1.7,PE,1725243750
500,palamos,41.8484,3.1291,19.98,27,1,2.48,ES,1725243750
501,palu,-0.8917,119.8707,30.84,68,62,0.8,ID,1725243750
502,ouro preto,-20.3948,-43.5052,15.5,37,4,1.99,BR,1725243750
503,eirunepe,-6.6603,-69.8736,26.7,32,6,1.11,BR,1725243751
504,shimoda,34.6667,138.95,29.66,71,93,3.86,JP,1725243751
505,tazacorte,28.629,-17.9293,22.54,85,100,6.69,ES,1725243751
506,brisas de zicatela,15.8369,-97.0419,27.76,80,86,1.39,MX,1725243751
507,cabedelo,-6.9811,-34.8339,23.37,82,24,5.75,BR,1725243751
508,santa ana de yacuma,-13.75,-65.4333,27.52,34,0,3.21,BO,1725243751
509,olinda,-8.0089,-34.8553,25.85,69,40,7.72,BR,1725243713
510,peniche,39.3558,-9.3811,20.62,92,2,4.4,PT,1725243625
511,sao jose da coroa grande,-8.8978,-35.1478,23.97,69,26,5.15,BR,1725243751
512,minbu,20.1833,94.8833,28.75,76,50,1.13,MM,1725243751
513,arsen'yev,44.1631,133.2733,20.76,53,24,2.28,RU,1725243751
514,seoni malwa,22.45,77.4667,25.39,92,100,1.95,IN,1725243751
515,morogoro,-6.8167,37.6667,19.56,83,20,1.13,TZ,1725243752
516,santiago de chuco,-8.15,-78.1833,12.49,53,81,2.15,PE,1725243752
517,puyo,-1.4667,-77.9833,17.8,97,70,1.86,EC,1725243752
518,orchard homes,46.8633,-114.0484,27.08,36,0,3.09,US,1725243495
519,huarmey,-10.0681,-78.1522,16.82,86,10,4.41,PE,1725243383
520,dunedin,-45.8742,170.5036,16.41,55,100,4.37,NZ,1725243752
521,al fqih ben calah,32.5009,-6.6906,24.76,57,13,3.82,MA,1725243752
522,nizhnedevitsk,51.5419,38.3657,15.42,45,0,4.48,RU,1725243615
523,baiti,13.745,-14.7482,24.03,97,100,3.23,SN,1725243752
524,saiha,22.4833,92.9667,26.5,82,84,0.28,IN,1725243752
525,manthani,18.65,79.6667,24.73,96,100,2.32,IN,1725243752
526,tateyama,34.9833,139.8667,28.04,83,26,7.5,JP,1725243752
527,tereze,43.9361,42.4434,15.6,69,1,2.03,RU,1725243753
528,yarmouth,41.7057,-70.2286,23.03,96,100,5.66,US,1725243477
529,itaituba,-4.2761,-55.9836,28.15,34,93,1.26,BR,1725243753
530,aegina,37.7467,23.4275,26.29,62,35,5.0,GR,1725243753
531,elliot lake,46.3834,-82.6331,9.21,78,20,2.11,CA,1725243753
532,thunder bay,48.4001,-89.3168,10.99,82,0,2.57,CA,1725243557
533,niamey,13.5137,2.1098,26.15,78,95,4.99,NE,1725243754
534,midvagur,62.0511,-7.1939,11.46,93,100,4.63,FO,1725243754
535,nikolayevsk-on-amure,53.1406,140.73,17.09,46,78,5.74,RU,1725243754
536,new norfolk,-42.7826,147.0587,9.95,81,93,5.49,AU,1725243754
537,saint-pierre,-21.3393,55.4781,18.82,63,0,2.57,RE,1725243504
538,wewak,-3.5534,143.6268,26.52,86,100,0.47,PG,1725243754
539,usinsk,65.9939,57.5281,8.57,94,100,7.57,RU,1725243755
540,daru,-9.0763,143.2092,26.64,81,95,6.68,PG,1725243755
541,freetown,8.484,-13.2299,23.84,94,75,4.12,SL,1725243755
542,san lawrenz,36.0553,14.204,24.36,84,0,0.44,MT,1725243755
543,revelstoke,50.9832,-118.2023,22.01,73,0,1.03,CA,1725243755
544,chom thong,18.4174,98.6743,26.75,85,97,0.96,TH,1725243755
545,luderitz,-26.6481,15.1594,21.87,31,3,1.93,NA,1725243755
546,oban,56.4127,-5.4706,13.83,96,100,1.42,GB,1725243755
547,sainte-rose,16.3324,-61.6979,26.02,89,24,2.57,GP,1725243564
548,fabens,31.5023,-106.1586,24.55,35,97,4.83,US,1725243755
549,amos,48.5669,-78.1162,8.34,89,97,2.6,CA,1725243755
550,santo amaro da imperatriz,-27.6881,-48.7786,18.86,75,100,0.49,BR,1725243755
551,richfield,44.8833,-93.283,17.71,72,0,0.0,US,1725243755
552,breaux bridge,30.2735,-91.8993,27.24,97,20,0.0,US,1725243756
553,itoman,26.1247,127.6694,32.43,57,20,3.6,JP,1725243757
554,ebish,37.4639,41.1906,21.5,56,0,0.25,TR,1725243757
